1,0,0,0,0,100,0,0,0,0,0,1
1,0,0,0,0,99,0,0,0,0,0,1
1,0,0,0,0,98,0,0,0,0,0,1
1,0,0,0,0,97,0,0,0,0,0,1
1,0,0,0,0,96,0,0,0,0,0,1
1,0,0,0,0,95,0,0,0,0,0,1
1,0,0,0,0,94,0,0,0,0,0,1
1,0,0,0,0,93,0,0,0,0,0,1
1,0,0,0,0,92,0,0,0,0,0,1
1,0,0,0,0,91,0,0,0,0,0,1
1,0,0,0,0,90,0,0,0,0,0,1
1,0,0,0,0,89,0,0,0,0,0,1
1,0,0,0,0,88,0,0,0,0,0,1
1,0,0,0,0,87,0,0,0,1,0,4
0,1,0,0,0,85,0,0,0,1,0,6
0,1,0,0,0,83,2,1,0,0,0,1
0,1,0,0,0,82,2,1,0,0,0,1
0,1,0,0,0,81,2,1,0,0,0,1
0,1,0,0,0,80,2,1,0,1,0,6
0,1,0,0,0,78,4,2,0,0,0,1
0,1,0,0,0,77,4,2,0,0,0,1
0,1,0,0,0,76,4,2,0,0,1,1
0,1,0,0,0,75,4,2,0,0,1,1
0,1,0,0,0,74,4,2,0,0,1,1
0,1,0,0,0,73,4,2,0,0,1,1
0,1,0,0,0,72,4,2,0,0,1,1
0,1,0,0,0,71,4,2,0,0,1,1
0,1,0,0,0,70,4,2,0,0,1,1
0,1,0,0,0,69,4,2,0,0,1,1
0,1,0,0,0,68,4,2,0,0,1,1
0,1,0,0,0,67,4,2,0,0,1,1
0,1,0,0,0,66,4,2,0,0,1,1
0,1,0,0,0,65,4,2,0,0,1,1
0,1,0,0,0,64,4,2,0,0,1,1
0,1,0,0,0,63,4,2,0,0,1,1
0,1,0,0,0,62,4,2,0,0,1,1
0,1,0,0,0,61,4,2,0,0,1,1
0,1,0,0,0,60,4,2,0,0,1,1
0,1,0,0,0,59,4,2,0,1,1,6
0,1,0,0,0,57,6,3,0,0,1,1
0,1,0,0,0,56,6,3,0,0,1,1
0,1,0,0,0,55,6,3,0,0,1,1
0,1,0,0,0,54,6,3,0,0,1,1
0,1,0,0,0,53,6,3,0,0,1,1
0,1,0,0,0,52,6,3,0,0,1,1
0,1,0,0,0,51,6,3,0,0,1,1
0,1,0,0,0,50,6,3,0,0,1,1
0,1,0,0,0,49,6,3,0,0,1,1
0,1,0,0,0,48,6,3,0,0,1,1
0,1,0,0,0,47,6,3,0,1,1,6
0,1,0,0,0,45,8,4,0,0,1,5
1,0,0,0,0,43,8,4,0,0,1,5
1,0,0,0,0,41,8,4,0,0,1,5
0,0,0,0,1,39,8,4,0,0,1,7
0,0,0,0,1,37,0,0,0,0,1,1
0,0,0,0,1,36,0,0,0,1,1,4
1,0,0,0,0,34,0,0,0,1,1,4
1,0,0,0,0,32,0,0,0,1,2,4
0,1,0,0,0,30,0,0,0,1,2,6
0,1,0,0,0,28,2,1,0,1,2,6
0,1,0,0,0,26,4,2,0,0,2,3
1,0,0,0,0,24,4,2,0,0,2,3
0,0,0,1,0,22,4,2,0,0,2,6
0,0,0,1,0,20,8,2,1,1,2,5
1,0,0,0,0,18,8,2,1,1,2,5
1,0,0,0,0,16,8,2,1,1,2,5
0,0,0,0,1,14,8,2,1,1,2,7
0,0,0,0,1,12,0,0,0,1,3,4
1,0,0,0,0,10,0,0,0,1,3,2
1,0,0,0,0,8,0,0,0,1,3,2
1,0,0,0,0,6,0,0,0,1,3,2
0,0,1,0,0,4,0,0,0,2,3,0
0,0,1,0,0,13,0,0,0,2,3,0
0,0,1,0,0,22,0,0,0,2,3,0
0,0,1,0,0,31,0,0,0,2,3,0
0,0,1,0,0,40,0,0,0,2,3,0
0,0,1,0,0,49,0,0,0,2,3,0
0,0,1,0,0,58,0,0,0,2,4,0
0,0,1,0,0,67,0,0,0,2,4,0
0,0,1,0,0,76,0,0,0,2,4,0
0,0,1,0,0,85,0,0,0,2,4,0
0,0,1,0,0,94,0,0,0,2,4,0
0,0,1,0,0,100,0,0,0,2,4,4
1,0,0,0,0,98,0,0,0,2,4,4
1,0,0,0,0,96,0,0,0,2,4,4
1,0,0,0,0,94,0,0,0,3,4,4
1,0,0,0,0,92,0,0,0,3,4,4
0,1,0,0,0,90,0,0,0,3,5,6
0,1,0,0,0,88,2,1,0,2,5,6
0,1,0,0,0,86,4,2,0,1,5,6
0,1,0,0,0,84,6,3,0,0,5,3
1,0,0,0,0,82,6,3,0,0,5,3
0,0,0,1,0,80,6,3,0,0,5,6
0,0,0,1,0,78,10,3,1,0,4,5
1,0,0,0,0,76,10,3,1,0,5,5
1,0,0,0,0,74,10,3,1,0,5,5
0,0,0,0,1,72,10,3,1,0,5,7
0,0,0,0,1,70,0,0,0,0,5,3
1,0,0,0,0,68,0,0,0,0,5,3
1,0,0,0,0,66,0,0,0,0,5,3
0,0,0,1,0,64,0,0,0,1,5,6
0,0,0,1,0,62,4,0,1,1,4,6
0,0,0,1,0,60,8,0,2,1,3,5
1,0,0,0,0,58,8,0,2,1,3,5
1,0,0,0,0,56,8,0,2,1,3,5
0,0,0,0,1,54,8,0,2,1,3,7
0,0,0,0,1,52,0,0,0,1,3,4
1,0,0,0,0,50,0,0,0,1,3,4
1,0,0,0,0,48,0,0,0,1,3,4
0,1,0,0,0,46,0,0,0,2,3,6
0,1,0,0,0,44,2,1,0,1,3,6
0,1,0,0,0,42,4,2,0,0,3,3
1,0,0,0,0,40,4,2,0,0,3,3
0,0,0,1,0,38,4,2,0,1,3,6
0,0,0,1,0,36,8,2,1,1,2,5
1,0,0,0,0,34,8,2,1,2,2,5
1,0,0,0,0,32,8,2,1,2,2,5
0,0,0,0,1,30,8,2,1,2,2,7
0,0,0,0,1,28,0,0,0,2,2,4
1,0,0,0,0,26,0,0,0,3,2,4
1,0,0,0,0,24,0,0,0,3,2,4
0,1,0,0,0,22,0,0,0,3,2,6
0,1,0,0,0,20,2,1,0,2,2,6
0,1,0,0,0,18,4,2,0,1,2,6
0,1,0,0,0,16,6,3,0,0,2,3
1,0,0,0,0,14,6,3,0,1,3,4
0,1,0,0,0,12,6,3,0,1,3,6
0,1,0,0,0,10,8,4,0,0,3,2
1,0,0,0,0,8,8,4,0,1,3,2
0,0,0,1,0,6,8,4,0,1,3,2
1,0,0,0,0,4,8,4,0,1,3,2
1,0,0,0,0,2,8,4,0,1,3,2
0,0,1,0,0,0,8,4,0,1,3,0
0,0,1,0,0,9,8,4,0,1,3,0
0,0,1,0,0,18,8,4,0,1,4,0
0,0,1,0,0,27,8,4,0,1,4,0
0,0,1,0,0,36,8,4,0,1,4,0
0,0,1,0,0,45,8,4,0,2,4,0
0,0,1,0,0,54,8,4,0,2,4,0
0,0,1,0,0,63,8,4,0,2,4,0
0,0,1,0,0,72,8,4,0,2,4,0
0,0,1,0,0,81,8,4,0,2,4,0
0,0,1,0,0,90,8,4,0,2,5,0
0,0,1,0,0,99,8,4,0,3,5,0
0,0,1,0,0,100,8,4,0,3,5,5
1,0,0,0,0,98,8,4,0,4,5,5
0,0,0,0,1,96,8,4,0,4,5,7
0,0,0,0,1,94,0,0,0,4,5,4
1,0,0,0,0,92,0,0,0,4,5,4
1,0,0,0,0,90,0,0,0,4,5,4
0,1,0,0,0,88,0,0,0,4,5,6
0,1,0,0,0,86,2,1,0,3,5,6
0,1,0,0,0,84,4,2,0,2,5,6
0,1,0,0,0,82,6,3,0,1,5,6
0,1,0,0,0,80,8,4,0,1,5,5
1,0,0,0,0,78,8,4,0,2,5,5
1,0,0,0,0,76,8,4,0,2,6,5
0,0,0,0,1,74,8,4,0,2,6,7
0,0,0,0,1,72,0,0,0,2,6,4
1,0,0,0,0,70,0,0,0,2,6,4
1,0,0,0,0,68,0,0,0,2,6,4
0,1,0,0,0,66,0,0,0,2,6,6
0,1,0,0,0,64,2,1,0,1,6,6
0,1,0,0,0,62,4,2,0,0,6,3
1,0,0,0,0,60,4,2,0,0,6,3
0,0,0,1,0,58,4,2,0,0,6,6
0,0,0,1,0,56,8,2,1,0,5,5
1,0,0,0,0,54,8,2,1,1,5,5
1,0,0,0,0,52,8,2,1,1,5,5
0,0,0,0,1,50,8,2,1,1,5,7
0,0,0,0,1,48,0,0,0,1,5,4
1,0,0,0,0,46,0,0,0,1,5,4
1,0,0,0,0,44,0,0,0,1,5,4
0,1,0,0,0,42,0,0,0,1,5,6
0,1,0,0,0,40,2,1,0,0,5,3
1,0,0,0,0,38,2,1,0,0,5,3
0,0,0,1,0,36,2,1,0,0,5,6
0,0,0,1,0,34,6,1,1,0,4,6
0,0,0,1,0,32,10,1,2,0,3,5
1,0,0,0,0,30,10,1,2,0,3,5
1,0,0,0,0,28,10,1,2,0,3,5
0,0,0,0,1,26,10,1,2,0,4,7
0,0,0,0,1,24,0,0,0,0,4,3
1,0,0,0,0,22,0,0,0,0,4,3
1,0,0,0,0,20,0,0,0,0,4,3
0,0,0,1,0,18,0,0,0,1,4,6
0,0,0,1,0,16,4,0,1,2,3,6
0,0,0,1,0,14,8,0,2,3,2,5
1,0,0,0,0,12,8,0,2,3,3,5
1,0,0,0,0,10,8,0,2,3,3,2
1,0,0,0,0,8,8,0,2,3,3,2
1,0,0,0,0,6,8,0,2,3,3,2
0,0,1,0,0,4,8,0,2,3,3,0
0,0,1,0,0,13,8,0,2,3,3,0
0,0,1,0,0,22,8,0,2,3,3,0
0,0,1,0,0,31,8,0,2,3,3,0
0,0,1,0,0,40,8,0,2,3,3,0
0,0,1,0,0,49,8,0,2,3,3,0
0,0,1,0,0,58,8,0,2,3,3,0
0,0,1,0,0,67,8,0,2,3,3,0
1,0,0,0,0,100,0,0,0,0,0,1
1,0,0,0,0,99,0,0,0,0,0,1
1,0,0,0,0,98,0,0,0,0,0,1
1,0,0,0,0,97,0,0,0,0,0,1
1,0,0,0,0,96,0,0,0,0,0,1
1,0,0,0,0,95,0,0,0,1,0,4
0,1,0,0,0,93,0,0,0,1,0,6
0,1,0,0,0,91,2,1,0,1,0,6
0,1,0,0,0,89,4,2,0,0,0,1
0,1,0,0,0,88,4,2,0,0,0,1
0,1,0,0,0,87,4,2,0,1,0,6
0,1,0,0,0,85,6,3,0,0,1,1
0,1,0,0,0,84,6,3,0,0,1,1
0,1,0,0,0,83,6,3,0,0,1,1
0,1,0,0,0,82,6,3,0,0,2,3
1,0,0,0,0,80,6,3,0,0,2,3
0,0,0,1,0,78,6,3,0,0,2,6
0,0,0,1,0,76,10,3,1,0,1,5
1,0,0,0,0,74,10,3,1,1,1,5
1,0,0,0,0,72,10,3,1,1,1,5
0,0,0,0,1,70,10,3,1,1,1,7
0,0,0,0,1,68,0,0,0,1,1,4
1,0,0,0,0,66,0,0,0,1,1,4
1,0,0,0,0,64,0,0,0,1,1,4
0,1,0,0,0,62,0,0,0,1,1,6
0,1,0,0,0,60,2,1,0,0,1,1
0,1,0,0,0,59,2,1,0,0,1,1
0,1,0,0,0,58,2,1,0,0,1,1
0,1,0,0,0,57,2,1,0,0,1,1
0,1,0,0,0,56,2,1,0,0,2,3
1,0,0,0,0,54,2,1,0,0,2,3
0,0,0,1,0,52,2,1,0,0,2,6
0,0,0,1,0,50,6,1,1,0,1,6
0,0,0,1,0,48,10,1,2,0,0,5
1,0,0,0,0,46,10,1,2,0,0,5
1,0,0,0,0,44,10,1,2,0,0,5
0,0,0,0,1,42,10,1,2,1,0,7
0,0,0,0,1,40,0,0,0,1,1,4
1,0,0,0,0,38,0,0,0,1,1,4
1,0,0,0,0,36,0,0,0,1,1,4
0,1,0,0,0,34,0,0,0,1,1,6
0,1,0,0,0,32,2,1,0,0,1,1
0,1,0,0,0,31,2,1,0,0,1,1
0,1,0,0,0,30,2,1,0,0,1,1
0,1,0,0,0,29,2,1,0,0,1,1
0,1,0,0,0,28,2,1,0,0,1,1
0,1,0,0,0,27,2,1,0,1,1,6
0,1,0,0,0,25,4,2,0,0,1,1
0,1,0,0,0,24,4,2,0,0,1,1
0,1,0,0,0,23,4,2,0,0,1,1
0,1,0,0,0,22,4,2,0,0,1,1
0,1,0,0,0,21,4,2,0,0,2,3
1,0,0,0,0,19,4,2,0,0,2,3
0,0,0,1,0,17,4,2,0,0,2,6
0,0,0,1,0,15,8,2,1,0,1,5
1,0,0,0,0,13,8,2,1,0,1,5
1,0,0,0,0,11,8,2,1,0,1,5
0,0,0,0,1,9,8,2,1,0,2,2
1,0,0,0,0,7,8,2,1,0,2,2
0,0,1,0,0,5,8,2,1,0,2,0
0,0,1,0,0,14,8,2,1,0,2,0
0,0,1,0,0,23,8,2,1,0,2,0
0,0,1,0,0,32,8,2,1,1,2,0
0,0,1,0,0,41,8,2,1,2,3,0
0,0,1,0,0,50,8,2,1,2,3,0
0,0,1,0,0,59,8,2,1,2,3,0
0,0,1,0,0,68,8,2,1,3,3,0
0,0,1,0,0,77,8,2,1,3,3,0
0,0,1,0,0,86,8,2,1,3,3,0
0,0,1,0,0,95,8,2,1,3,3,0
0,0,1,0,0,100,8,2,1,3,3,5
1,0,0,0,0,98,8,2,1,3,4,5
0,0,0,0,1,96,8,2,1,3,4,7
0,0,0,0,1,94,0,0,0,3,4,4
1,0,0,0,0,92,0,0,0,3,4,4
1,0,0,0,0,90,0,0,0,3,4,4
0,1,0,0,0,88,0,0,0,4,5,6
0,1,0,0,0,86,2,1,0,3,5,6
0,1,0,0,0,84,4,2,0,2,5,6
0,1,0,0,0,82,6,3,0,1,5,6
0,1,0,0,0,80,8,4,0,0,5,5
1,0,0,0,0,78,8,4,0,0,5,5
